reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f500b882-b75c-4e2b-84dc-8a8cf5264938,Swapnali Shinde,https://play-lh.googleusercontent.com/a-/ALV-UjV9Nnk-jAIl1eWwyWiHagMZFbCMkHBVRwl1fsGDf2nj7S0ebr5R,login problem every time doesn't give proper reason invalid reasons at the time of login faced too much technical error,1,0,1.0.49,2025-10-14 19:12:38,,,1.0.49
5695eacd-148d-4b00-9305-342cd826b9a4,Mohammed Maviya Ansari,https://play-lh.googleusercontent.com/a-/ALV-UjXLLE1URvo68HCszhhqgEMVQD44uLPrrVTT-ERBW_tfhK6fSBc,"not working anymore, I have cleaned the app data and also tried to install a fresh app but it is not sending sms and shows a technical error occurred, please try later. I was already registered but the app was not opening then I have cleaned the data but it is still not working. I am getting an error while registering.",1,0,1.0.49,2025-10-14 11:56:07,,,1.0.49
1f283831-621d-40a0-a63d-a044423e252c,Confluence IT Solutions,https://play-lh.googleusercontent.com/a/ACg8ocJZJkvWb_b6bGnpz9TPv-6yvHvUwy0HjHEM5K8puY-5L81WFA=mo,"frustrating.....app crashing after login, happening after latest updates.",1,0,1.0.49,2025-10-14 11:25:57,,,1.0.49
a08bd972-0ce0-408b-8c43-8f8a74ea7fc8,Pratibha Gawade,https://play-lh.googleusercontent.com/a/ACg8ocI4Cdylz60XBP2SNHCSpCjSL5LjK6nzbvh0ywBbMijPZUWTtHw=mo,it so much irritating app its not work properly i don't know ye Maharashtra bank konse jamane main ji raha hai sab kharab hai ye bank ka,1,0,1.0.49,2025-10-14 00:31:59,,,1.0.49
d3a20fd6-1c02-46c5-a9f7-b1d21fb22118,Prakash Garje,https://play-lh.googleusercontent.com/a/ACg8ocLjKDtcHhkttPIdoIQoS2q3Ss6RCipKK7RaoLMe9vtKrF5byLzV=mo,useless app,1,0,1.0.49,2025-10-13 19:02:09,,,1.0.49
b447f024-c32f-4db0-b573-5a4fca786669,Swapnil More,https://play-lh.googleusercontent.com/a/ACg8ocKFTVnGdGSKnCT30axYnjjdHBBm0IEAQd4O_C_xLDpguNmPs7A2=mo,after update whenever try to login using mpin it shows technical error,1,0,1.0.49,2025-10-13 18:46:05,,,1.0.49
a8b0bb8f-7e8e-4bc8-b31f-cd435abc3468,Pooja Rodge,https://play-lh.googleusercontent.com/a-/ALV-UjV0jUelnDwKCeDZWwmvxgkkP0qGaYLT_Vf29cVbvtXILJauP6UE,3rd class app please learn from other bank,1,0,,2025-10-13 16:42:25,,,
bdeb2463-32e3-44c1-8122-15af779fe06a,Kadambari Chavan,https://play-lh.googleusercontent.com/a/ACg8ocKs-5rvbfYsF9XVZuRZ-SUCyC7PUPH2EsWtJzdnBg-AZxFAHg=mo,worst app ever... you guys need to work on it...!!!!!!!!!!,1,0,1.0.49,2025-10-13 14:44:32,,,1.0.49
850f46a8-a006-425f-8b28-625f83411459,Sanjeev Gugalgave,https://play-lh.googleusercontent.com/a-/ALV-UjVzlrg3fUO2fVydAfSnYV5dB_HL1dDYKIUbEgLDE_Fcr9p7sqWV,login problem,1,0,1.0.47,2025-10-13 04:20:55,,,1.0.47
e71bd0b3-9255-4acd-984a-58d2a8e0b436,Sulabha Mesta,https://play-lh.googleusercontent.com/a/ACg8ocLA5Ak9slRPY8LQzlT4udNtndiZDMrgbYIXJDmJpTxDkpstVg=mo,"Maha UPI when sitting UPI password it's 6 digit, but when paying it asks for 4 digit UPI pin... how exactly to put 4 digit pin when it's 6 digit?",2,0,1.0.48,2025-10-11 13:27:32,,,1.0.48
315bc444-bf7c-43d8-9f32-9b91fd7da394,Arushi Greens,https://play-lh.googleusercontent.com/a/ACg8ocKfGQNtoYoM3hQNFw7JSDn6OvT9oRTaHYv3sj5gRqRrNzORqA=mo,worst experience can't able to login,1,0,1.0.48,2025-10-11 11:48:47,,,1.0.48
010b434f-6632-402d-beff-46accd61507a,Sachin Ghuge,https://play-lh.googleusercontent.com/a/ACg8ocIZ63TS_Is3wdpt4BY4nl8eAZgpQ4ZOAfD2jZOCSaYKAHK0_g=mo,third class service,1,0,,2025-10-11 09:06:05,,,
25871c96-aa1e-4487-b8ba-1d9be588707b,Ajay Makasare,https://play-lh.googleusercontent.com/a-/ALV-UjX1tNIEV82XabuhXQ_PxS9O4lSaCOILfDjjH2ipI5HmGSFHOSAF,bad app,1,0,1.0.48,2025-10-10 23:09:50,,,1.0.48
dadbeb70-ab0d-4f8f-936f-85a2b756aaa6,deependra raghuwanshi,https://play-lh.googleusercontent.com/a-/ALV-UjUySQbvDDqiYTN2Nmvj8ZpbiVdtJAtWnWloMia-VNtRimaShp15,bakvas,1,0,1.0.48,2025-10-10 17:11:24,,,1.0.48
cfa5fed9-a021-4be7-b465-5eb5f26d1cdc,Karan Solanki,https://play-lh.googleusercontent.com/a-/ALV-UjW3UnPiZw7hSSXjLa2fxRI-THt_jNGAy3uF5Z434i6K2ucZvofS,not login,1,0,1.0.48,2025-10-10 14:48:41,,,1.0.48
d13f7836-516b-4c1e-a914-b1b8433ef5ca,Shabbir Gandhi,https://play-lh.googleusercontent.com/a/ACg8ocLp3K04gx0k-4p4d6p4qBWpG4oNhNVRENzmZHUGaV4tCsxdn_g=mo,how amount have been paid to Bank of Maharashtra from zen lyfe app for transferring customer details to them,1,0,1.0.48,2025-10-10 10:04:53,,,1.0.48
7c5f2e39-a965-4050-8f19-f2c7a2afbc33,Raj Kuswarkar,https://play-lh.googleusercontent.com/a-/ALV-UjX6E3N6ypsvOVsFGHFARXpporGVqV6BZrhA85ZX82aRVF-plbw,Please Don't open account in this bank any branches. They have 365 days technical IT problem with n their system. They take 4-5 days to clear cheques. Not trust worthy.,1,0,1.0.48,2025-10-09 15:37:42,,,1.0.48
43c13971-67c5-4e06-a3d6-521f5b54ff2e,Ganesh Kudu,https://play-lh.googleusercontent.com/a/ACg8ocI888wJ5pwxq78zZLSV3IA5oBTjLMRX0SEYwK3d3eCPnmEy=mo,Lot of Issues,1,0,1.0.48,2025-10-09 14:14:17,,,1.0.48
88c38e27-3507-492c-a9ab-56e7d93ee79e,aditi patre,https://play-lh.googleusercontent.com/a-/ALV-UjWFwfZDQUjCwCyENMCy_zK7IuwLqdgsqGjhtFVPl4qa_Ha8nfbC,"password protected statements, received over whatsapp and email are not opening up, it always says password is incorrect -first 4 character of name followed by DOB in ddmm format. please fix it",1,0,1.0.48,2025-10-09 12:19:47,,,1.0.48
2108df70-e9a4-40bb-8a98-f3e6d16648de,Anay Devale,https://play-lh.googleusercontent.com/a/ACg8ocJh99hInv4EICP0dpgkDL79mrvYtNwBtpP8MzNLkKgOis1kBCke=mo,"Give warning about Chrome Remote Desktop, don't force user to uninstall it. Extremely annoying!!!!",2,0,1.0.48,2025-10-09 10:56:11,,,1.0.48
01daa6e8-6d53-428c-9489-16ed49eb8cb7,Harsh M,https://play-lh.googleusercontent.com/a/ACg8ocKz8xw1SbKcngxhfEXNqRLjnJcgVw8Wjoyzub5TYAC_-OSpKw=mo,"Pathetic app. Takes forever for login. Buggy software app. I tried to register since 3 days. Everytime it send sms, tries to authenticate and then gets failed. I get locked because of multiple registration attempts. This is literally blood sucking. Hire quality software people to build the app. Invest money in good service, respect customers and their time. --- latest review around June 2025 the app is much better and looks good for most of the features. appreciate the progress.",1,0,1.0.48,2025-10-08 18:20:30,,,1.0.48
f07ea151-f675-4d70-b7b9-1d66106f4c39,Saransh Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjUXezwuYIuuq15i2u6WO-ihFt8ifPIVlBAT4EZdcncsphyqZSfk,mobile app of Maharashtra bank is very bad very bad.,1,0,1.0.48,2025-10-08 14:14:42,,,1.0.48
31a2ec93-621a-421d-8f7e-05b006a00770,vinods rajput,https://play-lh.googleusercontent.com/a-/ALV-UjXk2mfz3wvclTQCeO1-JnNbn3EcFg66P8pq_OScO1_zmZS1DqPcFg,not working app,1,0,,2025-10-06 22:43:37,,,
ea668239-a233-4b1f-bec4-66051094043f,Rushikesh Swami,https://play-lh.googleusercontent.com/a/ACg8ocLiZex0LRsNwMwMwy5-eb1JqBa_NMgq15gOWJPGvX_M1KGjasw=mo,worst app,1,0,1.0.48,2025-10-06 10:52:27,,,1.0.48
2a283fad-4590-4786-a323-6548abe4cdb0,Snehal Dhamdar,https://play-lh.googleusercontent.com/a-/ALV-UjWNm9PcWr7N7IbMu0SG4rgJ9Rw28WAK9p6K893wx1edgeuh4xRg8w,waste of time,1,0,1.0.48,2025-10-06 08:57:08,,,1.0.48
40c55352-e52d-42fc-93bf-4d80731a8216,SUMON SARKAR,https://play-lh.googleusercontent.com/a-/ALV-UjVstSsiNYqI837jfHdGlOL8Njt9fnr0Ijm48IgUuurDIbu0meI,uncomfortable banking application,1,0,,2025-10-05 16:53:25,,,
b599a77a-2ab6-4068-8396-2d4f7f562569,Vivek Paylal,https://play-lh.googleusercontent.com/a/ACg8ocI79YDKd_hLYIaQdaPXBnPGTQZu6sebMVTXrwSqfo5zxOhq=mo,app developer check add all details are correct but still app shows something went wrong !,1,0,1.0.48,2025-10-05 12:13:50,,,1.0.48
bfcf9af4-1259-4506-9ea5-7c4aecf9021b,Vaibhav Verma,https://play-lh.googleusercontent.com/a-/ALV-UjX4Pv1HjrJvf72o_jBd5Z_wbI8x9OE5yrer4LjRp3l-KqbvqElA,Bank of MahaInconvenience,1,0,1.0.48,2025-10-05 11:19:22,,,1.0.48
a1b3cd13-87f3-49b0-bc49-4cfeb0a1549c,Balwant Birajdar,https://play-lh.googleusercontent.com/a/ACg8ocIbDripRDd8dHSK3DLQq5lufLDHJfvFFoU9j74VB57iXXXGMLc=mo,It shows an error that please insert the sim to continue even though I have an sim card on my mobile terrible banking app,1,0,1.0.48,2025-10-04 22:16:08,,,1.0.48
c81238e6-fff6-433c-8c9f-4008df94f6c2,Ninad Kulkarni,https://play-lh.googleusercontent.com/a/ACg8ocJPAQR3PdY7_pIcIg2QWdzQt3DKmSnwf5pUzbQ_rZJD8xxAEeUY=mo,useless app. Can't register when you're abroad. Only a single registration option. Do better,1,0,1.0.48,2025-10-04 19:57:10,,,1.0.48
dc8c29b9-1fb9-4c1e-8215-d45d988311b8,Kishore Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjXNXnnipbKEVM3tR0aUJDbtB6xEHy7x-lU20e3AJ2qTJ5txpHHm,it's a worrest banking app,1,0,,2025-10-04 06:00:55,,,
8f8a3643-c021-472b-a99f-cb932084421b,NITIN PIMPALSHENDE,https://play-lh.googleusercontent.com/a-/ALV-UjUshClY4CZoDygl5JQKEXjE1eeReajFfYGNGei_l7BVmpK-A44P,very bad app. always give an error.,1,0,1.0.48,2025-10-03 22:17:55,,,1.0.48
99e44b7d-694e-4f14-9e5a-e296e870affe,Nikhil Jadhav,https://play-lh.googleusercontent.com/a/ACg8ocKMYOno5amK4NxW2BGu7cQMYqK0wsr381oqWsRFDa67PllqVg=mo,3rd class bank,1,0,1.0.48,2025-10-03 11:33:19,,,1.0.48
a0c01a58-a077-4a86-95f8-3477690bd972,Nasr Savanur,https://play-lh.googleusercontent.com/a/ACg8ocIs5TB7ZAYfxSs5cX59BV2kJ6lHOHA3srAXQ2f7vePWG_uAzg=mo,ekkk daamm bekaaar service haiiiii ye bankkk kaaaa galati ho gayaa acclunt kholl k naa net banking open hora haii naa mobile banking open hotaaa haiii worsttt serviceeeeee everrrrrrrrrrrr closssssss my account immediately they areee saying that chargess aree applieddd which type off service hmis thisssss,1,0,1.0.48,2025-10-02 21:02:43,,,1.0.48
5a51b3b1-93b5-49e9-b1c9-fae51a129d8c,Salman Ahmed Salim Ahmed Shaikh,https://play-lh.googleusercontent.com/a-/ALV-UjWgJdvKO3Pzjs5IuZE1_61OQSC8KwEmwU_xPeA__dbciB9P94p4,app was not working not able to login to account,1,0,1.0.48,2025-10-02 05:55:23,,,1.0.48
bf9ee7fa-89f8-4850-871d-bae5fc3b0704,Jayesh Narottam Waghela,https://play-lh.googleusercontent.com/a-/ALV-UjWgOhRbRaYkAxOBL-O47EMrTSKWAbaSJK1RniJFZ5CjRl2O7bnN2w,this app not compatable for vivo1820,1,0,,2025-10-01 20:24:10,,,
